username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags,tweets_cleaned,polarity,subjectivity,positive,negative,neutral,sentiment
nayvee99,"#MAGA Bots, porn, profanity and Trolls will be blocked. No lists. Respectful dialogue welcome. No solicitors.  Family first which includes my dogs. #kag",earth,8542,7767,321577,2016-08-06 23:58:41,2020-12-10 17:07:59,40,Everyone is moving to the great state of Texas!! https://t.co/s8eMquUl6Z,[],move great state texas https://t.co/s8emquul6z,0.8,0.75,0.506,0.0,0.494,positive
NarcityUSA,Welcome to your digital downtown. Find everything you need to know about anywhere you want to go — because you live in the most interesting place in the world.✨,USA,12,1080,12347,2014-09-23 18:32:14,2020-12-10 17:06:32,0,SpaceX's Latest Rocket Test Ended With A Bang And Elon Musk Was Hyped (VIDEO) https://t.co/GBl3JwIBOd #UnitedStatesofAmerica #News,"[{'text': 'UnitedStatesofAmerica', 'indices': [102, 124]}, {'text': 'News', 'indices': [125, 130]}]",spacex latest rocket test end bang elon musk hype video https://t.co/gbl3jwibod unitedstatesofamerica news,0.5,0.9,0.0,0.0,1.0,neutral
sharma_rm,,"Dehradun, Uttaranchal",57,494,13539,2009-08-26 03:56:36,2020-12-10 17:06:25,0,"There should be more focus on the product or service itself, less time on board meetings, less time on financials. @elonmusk  https://t.co/GpMD0kOl23",[],focus product service time board meeting time financial @elonmusk https://t.co/gpmd0kol23,0.0,0.0,0.0,0.0,1.0,neutral
eringriffith,"New York Times writer covering start-ups and venture capital.
 erin.griffith@nytimes.com","San Francisco, CA",1278,65298,23702,2008-09-12 19:10:31,2020-12-10 17:03:24,0,"@MikeIsaac and to quote elon musk

""money is just an entry in a database"" 
 https://t.co/dI2hMzmY7P",[],@mikeisaac quote elon musk money entry database https://t.co/di2hmzmy7p,0.0,0.0,0.0,0.0,1.0,neutral
FriedmanLucky,Society doesn't have values. People have values.,Republic of Croatia,244,36,622,2013-12-07 20:50:35,2020-12-10 17:03:04,0,#Cojones Tesla's Musk relocates to Texas from California; compares himself to war general https://t.co/AU2FJGGJ9e Izvor: @Yahoo,"[{'text': 'Cojones', 'indices': [0, 8]}]",cojones tesla musk relocate texas california compare war general https://t.co/au2fjggj9e izvor @yahoo,0.05000000000000002,0.5,0.0,0.262,0.738,neutral
NickElson20,"Son, father, brother, Veteran, Christian, you can form your own opinion about the rest.",Peoria IL,276,122,1914,2015-11-04 00:29:47,2020-12-10 16:54:35,0,"@JohnWDean Ask Elon Musk and the 100s of other billionaire/millionaire business owners picking up and moving lock, stock and barrel to red states. Blue states will lose that tax revenue and have to find new taxables like food coming from red states.",[],@johnwdean ask elon musk 100s billionaire millionaire business owner pick move lock stock barrel red state blue state lose tax revenue find new taxable like food come red state,0.03409090909090909,0.13863636363636364,0.078,0.084,0.839,neutral
teddie1444,"Program Quality Manager, LHarris","Salt Lake City, UT",36,2,24,2013-10-06 22:16:37,2020-12-10 16:53:34,0,"@Forbes Thought I saw it crash on the news?
How is that a success? Just because Elon Musk says it is? Why can’t we believe what our eyes can see?",[],@forbe thought see crash news success elon musk say believe eye,0.3,0.0,0.24,0.175,0.584,neutral
DACisneros1,"Republican🚫,snowflake Democrat🚫,Trumper💯, Tex Vet, Dad, 2A, Golden rule...",,3644,1147,103007,2020-04-01 02:20:06,2020-12-10 16:52:34,0,Elon Musk Says Bye to 'FASCIST' California and Hello to Texas | The News... https://t.co/hstB3FoUdR via @YouTube,[],elon musk say bye fascist california hello texas | news https://t.co/hstb3foudr @youtube,0.0,0.0,0.0,0.247,0.753,neutral
_maryhshultz,We Don't Meet People by Accident. They are meant to cross our path for a REASON......  Retweets not always endorsements just INFO,Ohio,2843,1702,163216,2013-05-15 22:01:17,2020-12-10 16:52:18,5,"Elon Musk is thrilled: ""Mars, here we come!""
https://t.co/cPUR42MoFv",[],elon musk thrill mars come https://t.co/cpur42mofv,0.0,0.0,0.333,0.0,0.667,neutral
PatrickLoney0,"Corporate lawyer raised in Seattle and living in China for six years. Finance, crypto and tech enthusiast.",,313,185,2178,2011-03-28 22:03:36,2020-12-10 16:52:03,0,"Elon Musk added $100 billion to his net worth in 2020, after Tesla stock increased by 500% this year. 

That has to be the swiftest accumulation of wealth by an individual in human history. 

(Excluding inheritance of kingdoms by heirs of despots.)",[],elon musk add $ 100 billion net worth 2020 tesla stock increase 500 year swift accumulation wealth individual human history exclude inheritance kingdom heir despot,0.075,0.15,0.296,0.061,0.643,neutral
chanhqvo,,,3,0,75,2017-03-23 18:30:49,2020-12-10 16:51:30,0,"Elon Musk may be moving out of California, but state is still 'highly desirable': Lt. Governor https://t.co/XkwtlMeDp9 via @Yahoo 
CA will look like Vallejo few more years.",[],elon musk move california state highly desirable lt governor https://t.co/xkwtlmedp9 @yahoo look like vallejo year,0.16,0.5399999999999999,0.281,0.0,0.719,neutral
capdmoser2000,Retired,"Michigan, USA",579,89,8483,2011-01-25 03:14:02,2020-12-10 16:49:40,0,"UPDATE: Here's the case for Elon Musk, Warren Buffett and the rest of America's billionaires sending $3,000 stimulus checks to everybody https://t.co/a7luCsWauZ",[],"update case elon musk warren buffett rest america billionaire send $ 3,000 stimulus check everybody https://t.co/a7lucswauz",0.0,0.0,0.0,0.0,1.0,neutral
Snapzu_Business,Official Business section of @Snapzu https://t.co/erTXqPj2Gs! RUN A BLOG? Offer community access and grow your mailing list 3x faster https://t.co/vcHcIJGEm0,Connect with fellow bloggers 👇,3127,2082,15851,2014-06-03 22:49:28,2020-12-10 16:46:07,0,How Elon Musk is planning to save billions in tax https://t.co/OZmm6BiTBm,[],elon musk plan save billion tax https://t.co/ozmm6bitbm,0.0,0.0,0.348,0.0,0.652,neutral
income_us,focus #resist,"Nevada, USA",406,84,2853,2020-10-11 00:35:30,2020-12-10 16:44:09,12,Leaving California was easy for Musk. Leaving its taxes behind? That's a whole other matter https://t.co/HP9dURVPre,[],leave california easy musk leave taxis matter https://t.co/hp9durvpre,0.43333333333333335,0.8333333333333334,0.385,0.231,0.385,neutral
BloombergAsia,"The official Twitter account for Bloomberg in Asia, bringing you the top stories in business from the region and around the world.",,568,70207,193545,2012-05-23 12:43:25,2020-12-10 16:43:12,0,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany https://t.co/vgwQzMuNc2,[],tesla beat legal challenge threaten delay elon musk plan build electric car factory germany https://t.co/vgwqzmunc2,0.2,0.2,0.15,0.262,0.588,neutral
Snapzu_Tech,Official #Technology section of @Snapzu. https://t.co/8FZNjgA8v2! RUN A BLOG? Offer community access & grow your email list 3x faster! https://t.co/vcHcIJGEm0,Connect with fellow bloggers: 👇,2420,1648,36090,2014-06-03 23:23:45,2020-12-10 16:43:11,0,How Elon Musk is planning to save billions in tax https://t.co/JSJAriBMtY,[],elon musk plan save billion tax https://t.co/jsjaribmty,0.0,0.0,0.348,0.0,0.652,neutral
sergimagugliani,No Compromise 🍀🎗,"Milano, Lombardia",3250,2578,452532,2009-10-25 18:30:53,2020-12-10 16:43:05,9,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany https://t.co/bSDiVEbvNZ,[],tesla beat legal challenge threaten delay elon musk plan build electric car factory germany https://t.co/bsdivebvnz,0.2,0.2,0.15,0.262,0.588,neutral
bfchild66,"A Child of the Troubles brought up in the ghettos of Loyalist West Belfast & his 25 year search for his missing Catholic mother.  
The Jam/Paul Weller is a GOD",Read My Story Below,12068,16622,91876,2014-01-22 12:05:43,2020-12-10 16:39:39,0,"""Mars, here we come!!"" he tweeted.

Elon Musk's Starship prototype makes a big impact

https://t.co/Sx7jxYy20q",[],mars come tweet elon musk starship prototype make big impact https://t.co/sx7jxyy20q,0.0,0.1,0.0,0.0,1.0,neutral
tweet_the_news,"Journalist; proofreader; community activist. Worked @BBC3CR, @BBCCWR, @BBCNorthampton, @BBCWM and @ThisIsSunrise. Tweets may contain complaints, jokes and nuts.",United Kingdom,264,272,2831,2009-10-16 18:36:32,2020-12-10 16:39:04,214,Live scenes as Elon Musk launches state-of-the-art Brexit metaphor: https://t.co/7Czja9EERC,[],live scene elon musk launch state art brexit metaphor https://t.co/7czja9eerc,0.13636363636363635,0.5,0.0,0.0,1.0,neutral
Janebfit,,"Los Angeles, CA",274,90,6341,2013-06-03 15:38:59,2020-12-10 16:38:31,0,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/uQelCauWAE via @business,[],elon musk jeff bezos world rich people pour cash private space race decade qualify federal tax break mean help poor https://t.co/uqelcauwae @business,-0.084375,0.603125,0.222,0.109,0.669,neutral
Anesu_24,For the love of god people! I am not a bot or a burner account just because I joined this app in 2020 and have very few followers! I dont want followers anyway,,104,14,2234,2020-03-08 04:23:46,2020-12-10 16:37:51,0,"@moremoneyguru @Forbes @lisettevoytko Yes, im actually confused about this as well, because last I checked Elon Musk does not have a salary. In fact, according to Tesla, Elon Musk was paid exactly $0 in 2019. It seems that the bulk of his wealth is merely tied to the performance of his stock",[],@moremoneyguru @forbe @lisettevoytko yes be actually confused check elon musk salary fact accord tesla elon musk pay exactly $ 0 2019 bulk wealth merely tie performance stock,-0.21666666666666667,0.48333333333333334,0.181,0.113,0.706,neutral
HollywoodPOG,"Born in a bar. 
Son, Husband, Father, and Marine.",,130,17,1172,2020-06-22 13:15:20,2020-12-10 16:37:28,0,"We do need new candy

Elon Musk warned against excessive regulations, offered leadership tips, and bemoaned a lack of new candy bars in a recent interview. Here are the 12 best quotes https://t.co/QpzbNQxmSj via @Yahoo",[],need new candy elon musk warn excessive regulation offer leadership tip bemoan lack new candy bar recent interview 12 good quote https://t.co/qpzbnqxmsj @yahoo,0.14454545454545453,0.5518181818181819,0.109,0.139,0.752,neutral
knolaust,bitchcraft (he/him/they),behind you,970,894,2937,2010-05-02 02:17:46,2020-12-10 16:37:13,0,"Here's the case for Elon Musk, Warren Buffett and the rest of America's billionaires sending $3,000 stimulus checks to everybody....

But that’s not how rich people think.  https://t.co/HpcoblUZJN",[],"case elon musk warren buffett rest america billionaire send $ 3,000 stimulus check everybody rich people think https://t.co/hpcobluzjn",0.375,0.75,0.175,0.0,0.825,neutral
PunjabiRooh,ਜਬ ਆਵ ਕੀ ਅਉਧ ਨਿਦਾਨ ਬਨੈ ਅਤ ਹੀ ਰਨ ਮੈ ਤਬ ਜੂਝ ਮਰੋਂ ॥੨੩੧॥,,90,5629,429415,2013-11-23 19:11:06,2020-12-10 16:36:55,1,"Gora Joke:
Mars: My parents aren't home.
Musk: 🚀
News: ""A giant experimental rocket built by Elon Musk's SpaceX successfully soared eight miles before crashing into the ground in an enormous plume of flames and smoke""
Desi: Changa hoya har*** de naal",[],gora joke mars parent home musk 🚀 news giant experimental rocket build elon musk spacex successfully soar mile crash ground enormous plume flame smoke desi changa hoya har de naal,0.2125,0.8124999999999999,0.154,0.077,0.769,neutral
CarBizToday,CBT is the leading voice of the retail automotive industry.,"Atlanta, GA",2437,7190,13819,2012-07-03 19:41:44,2020-12-10 16:36:11,0,"CBT News for December 10, 2020

• Jim Roche, WarrCloud Inc.
• Chicago Auto Show postpones to Spring
• Tesla's Elon Musk moving operation to TX
• Ally Financial CEO on consumer demand
@JimJimroche @allyfinancial #automotive #autoindustry #carbusiness
https://t.co/cXmupIAsF5","[{'text': 'automotive', 'indices': [211, 222]}, {'text': 'autoindustry', 'indices': [223, 236]}, {'text': 'carbusiness', 'indices': [237, 249]}]",cbt news december 10 2020 jim roche warrcloud inc. chicago auto postpone spring tesla elon musk move operation tx ally financial ceo consumer demand @jimjimroche @allyfinancial automotive autoindustry carbusiness https://t.co/cxmupiasf5,0.0,0.0,0.076,0.103,0.821,neutral
MinaChan77,Reader|Learner|Wine&Tea|Optimist #Business #AI #IoT #BigData #Robotics #STEM #Leadership #Innovation #Philosophy #Ethics #Sustainability,United Kingdom,1068,1386,29021,2015-06-06 19:44:28,2020-12-10 16:35:36,1,"@elonmusk “Spend less time on finance, spend less time in conference rooms, less time on PowerPoint and more time just trying to make your product as amazing as possible” https://t.co/Qq5XxALvsX",[],@elonmusk spend time finance spend time conference room time powerpoint time try product amazing possible https://t.co/qq5xxalvsx,0.30000000000000004,0.95,0.202,0.0,0.798,neutral
Marc_Dylan,"Retired Porn Star, Political Junkie, Blogger, YouTuber, Foodie, and Investor. I'm no genius, but I'm smart in spots, and I stay around those spots. Bernie 2020",,2703,51790,100036,2011-08-05 01:58:59,2020-12-10 16:30:36,4,"Jeff Bezos and Elon Musk, the world’s two richest men who committed billions of dollars of their own money to a private space race, are now eligible for an extra boost from the federal government: a tax break intended to help poor communities https://t.co/xmWU7CNC2G",[],jeff bezos elon musk world rich man commit billion dollar money private space race eligible extra boost federal government tax break intend help poor community https://t.co/xmwu7cnc2 g,-0.0062500000000000056,0.45625000000000004,0.309,0.085,0.606,neutral
yinyang9,"GOD💗JESUS CHRIST-SAVIOR, FAMILIES💗 LIBERTY,  🇺🇸MAGA🇺🇸 TRUMP, CHARITY, JOY💗 #KAG,#CCOG",,13041,12029,33956,2009-07-02 05:49:36,2020-12-10 16:27:30,0,"UPDATE: Here's the case for Elon Musk, Warren Buffett and the rest of America's billionaires sending $3,000 stimulus checks to everybody
https://t.co/4aolMZEroN",[],"update case elon musk warren buffett rest america billionaire send $ 3,000 stimulus check everybody https://t.co/4aolmzeron",0.0,0.0,0.0,0.0,1.0,neutral
Bill_Flood,"Tweets re: central CT, state & nat'l politics, the environment, science, RedSox, etc. Assignment Editor @FOX61news. Tweets just me; RTs=just FYI","Portland, CT",2114,1927,130944,2009-08-11 14:46:42,2020-12-10 16:19:35,0,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/ucph8HG4LX via @business,[],elon musk jeff bezos world rich people pour cash private space race decade qualify federal tax break mean help poor https://t.co/ucph8hg4lx @business,-0.084375,0.603125,0.222,0.109,0.669,neutral
TheReal_KDubb,Ent. Finance Consultant/Music Producer-Songwriter/GameChanger/Direct Response/Son of Bob Watson-catch me on KPFT 90.1 FM The Groove Mondays 12a-3a CST,"LA,Houston, NYC, ATL,Tampa",12187,13971,458326,2008-12-20 20:40:43,2020-12-10 16:16:04,0,Musk Flees California. He Now Faces a Battle to Escape its Taxes https://t.co/vh97QoFyLs #business #feedly,"[{'text': 'business', 'indices': [89, 98]}, {'text': 'feedly', 'indices': [99, 106]}]",musk flees california face battle escape taxis https://t.co/vh97qofyls business feedly,0.0,0.0,0.131,0.331,0.538,neutral
dm0898,,United States,1549,354,11739,2009-03-11 04:02:12,2020-12-10 16:10:51,0,"Elon Musk: Bye, California, I’ve Moved To Texas https://t.co/5HZJabunxx

If you’re keeping score at home, this is the 224th Fortune 1000 companies to LEAVE NEWSOM!",[],elon musk bye california move texas https://t.co/5hzjabunxx keep score home 224th fortune 1000 company leave newsom,0.0,0.0,0.0,0.074,0.926,neutral
dubvNOW,"News links, videos, opinions & #WV related content. Headlines contributed by multiple domains/users. LET'S GO! #WVU🎤@dubvLIVE😷Entertainment🔊@DubVnightlife🎆","Morgantown, WV",0,10524,492860,2012-03-19 01:02:16,2020-12-10 16:07:24,0,"In One Chart: Here’s the case for Elon Musk, Warren Buffett and the rest of America’s billionaires sending $3,000 stimulus checks to everybody https://t.co/PTB7lJrCAj https://t.co/Q5xXMJ0hYS",[],"chart case elon musk warren buffett rest america billionaire send $ 3,000 stimulus check everybody https://t.co/ptb7ljrcaj https://t.co/q5xxmj0hys",0.0,0.0,0.0,0.0,1.0,neutral
CoopRobiani,Principal/Creative/Research/Media/Professor. All views are my own. Re-tweets do not imply endorsements.✍️,"California, USA",1388,165,12772,2010-03-10 15:31:46,2020-12-10 16:07:10,0,"Of course they do .... the reason for their easy deployment of the thinnest laminate of machismo.

Oh, and yes, they will be joining Elon Musk &amp; Peter Thiel on Mars while the rest of us attempt to survive in the hellish nightmare they have created. https://t.co/uc9zvgLIJJ",[],course reason easy deployment thin laminate machismo oh yes join elon musk amp peter thiel mars rest attempt survive hellish nightmare create https://t.co/uc9zvglijj,0.016666666666666663,0.8416666666666668,0.308,0.131,0.561,neutral
