username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags
Revan94846957,"Sci-fi enthusiast, Following or Retweeting is not an endorsement from me. Enjoy your day.","Valley Forge, PA",598,155,2360,2020-01-18 22:08:55,2020-12-10 13:40:28,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
winnieokelley,"Dean of academic affairs & professor at Columbia School of Journalism, former Bloomberg News, former NYT ( interests: tax, money laundering, fraud, econ policy)",New York ,664,2126,2513,2009-04-17 19:12:13,2020-12-10 13:40:16,0,"@Olivianuzzi Musk crash. But there’s a silver lining. A federal tax break. Musk, Bezos Space Race Gets a Boost From Anti-Poverty Tax Break  https://t.co/P9X7I3ybIx",[]
zharfaniowa,Shalom! שלם!,"Iowa City, IA",598,242,10178,2009-10-02 07:05:42,2020-12-10 13:39:29,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CollabSensei,"Collaboration Lab/PoC architect. Solving problems people don't know they have yet. Tweets belong to me, myself, & I. INFJ/Advisor.","Bloomington, IN",2279,1508,20083,2009-07-18 04:38:14,2020-12-10 13:38:41,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
prez_elect_ray,"Husband , Photographer and Dad to 3 puppies 🐶🐶🐶 a rabbit 🐰 & piglet 🐷 #PatHead #KAG #CountryMusic Proud American🇺🇸 Parler: yadewdray","Simi Valley, CA",4258,963,7737,2016-01-03 16:46:04,2020-12-10 13:37:27,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
TheresaMaurer2,Proud Wife Mom Grandmom - Christian limited government Pro life God Family Country Pray for our beloved country Trump 2020 MAGA Follow on Parler @TheresaMaurer2,"New Jersey, USA",4179,3564,46078,2012-09-11 22:17:10,2020-12-10 13:35:52,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
EricLow69046856,,,64,63,44863,2019-04-15 20:24:43,2020-12-10 13:35:48,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
newsjunkie1981,Retweets are not endorsements but for information ℹ .,,1967,714,27062,2019-11-23 14:55:13,2020-12-10 13:35:39,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
LazareStJames,Waistline Killa & Inventor of the Sorrel Mimosa🍷NC Dinos Superfan🦖,"Miramar, FL",628,625,53128,2010-05-03 18:06:06,2020-12-10 13:35:20,126,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor https://t.co/J0LHtsWFxt,[]
fourveritas,citizen of the world pioneering inclusion of the disabled with the help of those with the loudest voices  - my tweets are my own,United States,225,44,604,2019-11-02 05:19:33,2020-12-10 13:35:13,0,"Elon Musk's Starship prototype makes a big impact CRASHING!

Der Asdvadz!  https://t.co/Gp0UDgktyx",[]
HoodResearch,"We educate, We inform and We empower people on those issues that impact our neighborhoods and community.","Detroit, Michigan",75,434,13336,2010-05-06 00:47:18,2020-12-10 13:34:28,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
DtsViper,"Married to a beautiful redhead; Father of 2 boys; Texas born and Texas raised; Pro 2A; Jeeps, trucks, drums, dirt bikes, dogs and horses!","Lewisville, TX",419,192,8737,2019-01-30 19:12:40,2020-12-10 13:34:12,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
AlanLew56185276,,,406,377,27446,2019-06-09 03:56:21,2020-12-10 13:33:48,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
SainteStephen,"An American patriot for Equal Rights and Justice . Peace would be possible if it wasn't for humans . Jesus’ less notable disciple. Being a martyr sucks ,1 star",,37,4,728,2020-03-22 09:57:57,2020-12-10 13:33:03,0,@ServerDummy1 @elonmusk Apparently with the huge tax breaks he’s enjoying . https://t.co/pIMslpNkW3,[]
rehafer,"Retired scientist, restauranteur and tech junkie",Missouri,131,168,27620,2008-03-24 21:49:34,2020-12-10 13:32:50,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
SheilahBird,"Huge fan of President Trump, breaking news, politics, animals, #NASCAR, #NRA, #MAGA, #ProLife", Massachusetts,22834,23539,60164,2010-09-01 17:17:25,2020-12-10 13:32:14,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
maruvilla,"#CriticalThinking 🦋 Ciudadanos decentes por Libertad, Propiedad , Ética, Responsabilidad Individual. Dios mi Universo, mi Fuerza y mi Escudo 🌻Por EL existo",En Pluto 🚀🌌👩🏼‍🚀,3676,3921,58241,2010-04-17 01:35:30,2020-12-10 13:32:12,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
TailletThe,"Faith, Family, Friends, & Country.(In that order.) Yes! THAT's worthy of my physical & verbal words of protection in my best abilities in both, love & Truth.","Crystal Lake, IL",82,9,213,2018-08-13 13:51:37,2020-12-10 13:32:12,0,Elon Musk's Starship prototype makes a big impact https://t.co/hd3akY77HN,[]
Waffleaddict5,I have a really fast car. Also. Some people call me Jonah. You can call me.... Anytime. #BeLegendary,,260,328,47405,2013-10-21 04:24:34,2020-12-10 13:32:11,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
1234renodog,,Ohio,94,522,62514,2011-02-03 19:40:15,2020-12-10 13:31:55,0,Tesla's Elon Musk ditches California for Texas: 'California has been winning for a long time ... they're taking that for granted' https://t.co/Kj698pSPAp,[]
Blrammer,,,104,4,533,2017-07-24 03:11:16,2020-12-10 13:31:14,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
t_steeg,"Not a computer AI. I had thousands of followers, then a bot stole my name, so I changed it",,572,254,24033,2020-05-22 14:20:14,2020-12-10 13:30:55,0,"Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor.(scumbag $ addicted, hoarders) https://t.co/hWihlp30yF via @business",[]
twistsoflemon,,"Las Vegas, NV",2654,770,30308,2015-03-18 18:54:18,2020-12-10 13:29:57,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
cleanbucket18,Too controversial for a real name,,267,21,1623,2017-12-05 16:55:50,2020-12-10 13:29:45,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
cheyenne_jewel,"No DMS! NSFW 18+: Adult entertainer, featured on Gigolos. Pansexual grappler🌱For Domme sessions, skype, & custom video orders cheyennejewel216@gmail.com",Sin city,439,23128,127978,2010-08-01 22:45:23,2020-12-10 13:29:35,100,"Synthetic mRNA technology is on human markets for the first time ever. Elon Musk says this type of mRNA therapy has the power to reverse aging or even completely re-write your genetic structure. 

Yet I'm one of the only news sources covering it. https://t.co/rSPlH3TwTk",[]
kelownascott,"If you call proven facts easily available in the public domain about war or reality a difference in opinion
Blocked
IF YOU THINK COVID IS A SCAM
BLOCKED",Kamloops BC,4789,4061,307569,2012-03-24 02:42:36,2020-12-10 13:29:32,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
gickygacky,je suis une âme solitaire,"Pennsylvania, USA",756,177,17546,2016-08-05 22:40:12,2020-12-10 13:28:04,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
mizurionn,,,232,274,22801,2013-02-13 12:54:17,2020-12-10 13:27:51,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
HardlyTimes,Just a regular person who knows which side she's on. She/her. Russiagate = automatic unfollow. #BernieWouldaWon,Unceded Yuchi territory,4542,2865,219650,2011-02-08 23:49:54,2020-12-10 13:27:14,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
DonnaMarieLee,"Passing from here to there hoping to hear, Well done my good and faithful servant. #ProLife #GoNoles",,2613,2257,15265,2009-09-02 00:55:09,2020-12-10 13:26:56,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
treehugger1605,"i'm Angry at DNC, and, i love Angry Berner, who isn't angry Berner anymore. DNC not for you and me. My Bernie frns block me now.","West Fork, AR",4104,2917,117779,2009-06-15 04:41:54,2020-12-10 13:26:45,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
gillygilmore85,,,61,17,1419,2013-01-07 11:32:47,2020-12-10 13:26:05,0,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/yJ6Q51cT3F",[]
RiceBizWisdom,"The ideas magazine for @Rice_Biz, featuring faculty research that will change the way you think. Subscribe here: https://t.co/JSkmXswVDz","Houston, TX",1132,908,5144,2015-10-07 19:11:51,2020-12-10 13:26:01,4,"His move signals that #Musk sees #Texas as a better place for #entrepreneurs, said @MarkPJonesTX, a professor of political science at Rice University. Texas has a business-friendly reputation. https://t.co/RLHixxM87N #ElonMusk #Tesla #SpaceX #Austin #Houston #entrepreneurship","[{'text': 'Musk', 'indices': [37, 42]}, {'text': 'Texas', 'indices': [48, 54]}, {'text': 'entrepreneurs', 'indices': [77, 91]}]"
Mamma316,Veilig in Jezus armen op deze prachtige platte aarde onder het firmament..!,,100,30,233,2020-05-21 12:31:38,2020-12-10 13:25:11,100,"Synthetic mRNA technology is on human markets for the first time ever. Elon Musk says this type of mRNA therapy has the power to reverse aging or even completely re-write your genetic structure. 

Yet I'm one of the only news sources covering it. https://t.co/rSPlH3TwTk",[]
LocalPoliticsis,"Award winning radio, tv and podcast. We discuss how all political decisions affect you and your community. Long time state and local elected official.","Massachusetts, USA",1160,3637,26031,2016-05-06 02:03:32,2020-12-10 13:24:56,0,Millions of Americans will soon have a stake in the success of Elon Musk's Tesla. They just don't know it yet. - Laredo Morning Times https://t.co/4CAdmS1KZy,[]
orwell4ever,Aim to be the Orwell of twitter generation. Love truth justice human rights democracy.  Dislike hypocrisy ignorance prejudice bigotry racism. #MUFC #FBPE #FBR,,12677,12310,296958,2013-11-13 09:29:31,2020-12-10 13:23:48,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
TOFnews,Our site automatically grabs the latest Everton News from a number of sources. We are NOT responsible for article content.,Everton,12953,11710,267859,2011-05-30 22:12:56,2020-12-10 13:23:02,0,Jeff Bezos complimented Elon Musk's Starship rocket launch - which exploded on landing - and... https://t.co/YGsOWvuoLJ,[]
thetaglow,"Random tweets.  #Thetanetwork #Icon #Pundix
#Stem #Dataviz #Internationaltrade #MarsColonization #auspol",Earth,1125,127,77,2009-01-20 03:04:43,2020-12-10 13:22:07,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
52_Insights,Intelligence. Inspiration. Conversations. A creation of founding editor Ari Stein Subscribe here: https://t.co/DPlpfbCpJc,"London, United Kingdom",8,2463,5537,2015-01-28 16:20:54,2020-12-10 13:21:49,0,"He’s become an icon of our age. A father figure to the Silicon Valley elite, an entrepreneurial superhero perched on the side of your cereal box. Is all the adulation justifiable? https://t.co/Abwn7addCF",[]
asap_brockly,,,592,1173,3177,2012-01-23 11:53:07,2020-12-10 13:21:21,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
nonytheone,amante a la vida y la paz medio loko o completamente loko.Siempre buscando mi norte medio despistado.Amor y Paz en ves de poder y gloria https://t.co/Uuia50s0rV,"Orlando,Fl-Trujillo alto,Pr",1832,344,10751,2009-05-05 13:24:39,2020-12-10 13:20:37,2,Was that supposed to happen?! #SpaceX says the test flight for the spaceship that will one day take astronauts to Mars was a success despite the explosion during landing. Elon Musk says they still got all the data they needed. #FOX35 @fox35orlando https://t.co/7ovM9AF8Ep,"[{'text': 'SpaceX', 'indices': [44, 51]}]"
BigVicEnergy,#FLYEAGLESFLY,,223,186,6834,2012-02-29 22:31:03,2020-12-10 13:20:02,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
556brazos,🇺🇸,Look at me,37,1,67,2019-11-07 20:13:14,2020-12-10 13:19:54,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
LewisEast2001,"Send me to Mars, don't bother bringing me back.","Swindon, England",202,39,3314,2019-02-02 16:11:59,2020-12-10 13:18:36,21,Elon Musk's Starship prototype makes a big impact https://t.co/YtmNNwOXlA,[]
CreateITRec,We are a specialist IT & Telecoms Recruitment Agency. We have offices in Burnley & Cambridge with a reach across the major technology hubs in the UK.,"Burnley, England",236,68,83,2019-02-27 10:38:31,2020-12-10 13:18:35,0,"It was the week when Elon Musk soared past Bill Gates to become the world's second richest person, as Tesla's value topped $500bn.

https://t.co/YwUZ8T16Md",[]
the404code,I'm a bot. Follow me to get updates on the latest tech blogs and tech trends #the404code | Creator: @nitinmanocha16,,1,1181,72452,2020-09-29 06:59:57,2020-12-10 13:18:04,2,"I think Elon Musk account got hacked 
#elonmusk 

#astronomy #astronomyfacts #cosmology #cosmologyfacts #physics #physicsmemes #science #scifi #technology #nasa #isro #maths #astrophysics #astrophysicist #space #spacefacts #technology #news #spaceX #esa #spacenews #spacemovi… https://t.co/166q6zaGG8","[{'text': 'elonmusk', 'indices': [53, 62]}, {'text': 'astronomy', 'indices': [65, 75]}, {'text': 'astronomyfacts', 'indices': [76, 91]}, {'text': 'cosmology', 'indices': [92, 102]}, {'text': 'cosmologyfacts', 'indices': [103, 118]}, {'text': 'physics', 'indices': [119, 127]}]"
Absolation,,,1174,90,26169,2018-08-30 13:19:30,2020-12-10 13:17:59,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
fox35orlando,"Official FOX 35 Orlando/WOFL account for breaking news, weather, politics, sports and more.","Orlando, Florida",13999,244013,226510,2008-09-29 16:06:50,2020-12-10 13:17:53,2,Was that supposed to happen?! #SpaceX says the test flight for the spaceship that will one day take astronauts to Mars was a success despite the explosion during landing. Elon Musk says they still got all the data they needed. #FOX35 @fox35orlando https://t.co/7ovM9AF8Ep,"[{'text': 'SpaceX', 'indices': [44, 51]}]"
JBantuelle,"Web Technology Director, Developer, Reader, Gamer, Cat Enthusiast [he/him]",,159,45,4463,2012-12-09 04:00:49,2020-12-10 13:16:47,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Fox35Amy,"Anchor Good Day Orlando #FOX35. Wife. Mom of 3. @MiamiUniversity alum. Once lived in AZ, MT, TN, OK. Born #Buckeye O-H! Florida is home. ☀️ Insta: @FOX35Amy","Orlando, FL",2615,29039,67909,2009-04-29 02:46:57,2020-12-10 13:16:35,2,Was that supposed to happen?! #SpaceX says the test flight for the spaceship that will one day take astronauts to Mars was a success despite the explosion during landing. Elon Musk says they still got all the data they needed. #FOX35 @fox35orlando https://t.co/7ovM9AF8Ep,"[{'text': 'SpaceX', 'indices': [30, 37]}, {'text': 'FOX35', 'indices': [227, 233]}]"
